criterion,max_depth,min_samples_leaf,min_samples_split,score,splitter
mse,2,2,25,0.4557995244771952,random
mse,2,3,25,0.4557995244771952,random
mse,2,5,25,0.4557995244771952,random
mse,2,10,25,0.4557995244771952,random
mse,2,15,25,0.4557995244771952,random
mse,2,25,25,0.4557995244771952,random
mse,2,40,25,0.4557995244771952,random
mse,2,65,25,0.4557995244771952,random
mse,2,105,25,0.4557995244771952,random
mse,2,2,40,0.4557995244771952,random
mse,2,3,40,0.4557995244771952,random
mse,2,5,40,0.4557995244771952,random
mse,2,10,40,0.4557995244771952,random
mse,2,15,40,0.4557995244771952,random
mse,2,25,40,0.4557995244771952,random
mse,2,40,40,0.4557995244771952,random
mse,2,65,40,0.4557995244771952,random
mse,2,105,40,0.4557995244771952,random
mse,2,2,65,0.4557995244771952,random
mse,2,3,65,0.4557995244771952,random
mse,2,5,65,0.4557995244771952,random
mse,2,10,65,0.4557995244771952,random
mse,2,15,65,0.4557995244771952,random
mse,2,25,65,0.4557995244771952,random
mse,2,40,65,0.4557995244771952,random
mse,2,65,65,0.4557995244771952,random
mse,2,105,65,0.4557995244771952,random
mse,2,2,105,0.4557995244771952,random
mse,2,3,105,0.4557995244771952,random
mse,2,5,105,0.4557995244771952,random
mse,2,10,105,0.4557995244771952,random
mse,2,15,105,0.4557995244771952,random
mse,2,25,105,0.4557995244771952,random
mse,2,40,105,0.4557995244771952,random
mse,2,65,105,0.4557995244771952,random
mse,2,105,105,0.4557995244771952,random
mse,3,2,2,0.5718594851885914,best
mse,3,3,2,0.5718594851885914,best
mse,3,5,2,0.5718594851885914,best
mse,3,10,2,0.5711488399886397,best
mse,3,15,2,0.5711488399886397,best
mse,3,25,2,0.5692261835777501,best
mse,3,40,2,0.5689865332741995,best
mse,3,65,2,0.5689906688624227,best
mse,3,105,2,0.5752281824265384,best
mse,3,2,3,0.5718594851885914,best
mse,3,3,3,0.5718594851885914,best
mse,3,5,3,0.5718594851885914,best
mse,3,10,3,0.5711488399886397,best
mse,3,15,3,0.5711488399886397,best
mse,3,25,3,0.5692261835777501,best
mse,3,40,3,0.5689865332741995,best
mse,3,65,3,0.5689906688624227,best
mse,3,105,3,0.5752281824265384,best
mse,3,2,5,0.5718594851885914,best
mse,3,3,5,0.5718594851885914,best
mse,3,5,5,0.5718594851885914,best
mse,3,10,5,0.5711488399886397,best
mse,3,15,5,0.5711488399886397,best
mse,3,25,5,0.5692261835777501,best
mse,3,40,5,0.5689865332741995,best
mse,3,65,5,0.5689906688624227,best
mse,3,105,5,0.5752281824265384,best
mse,3,2,10,0.5718594851885914,best
mse,3,3,10,0.5718594851885914,best
mse,3,5,10,0.5718594851885914,best
mse,3,10,10,0.5711488399886397,best
mse,3,15,10,0.5711488399886397,best
mse,3,25,10,0.5692261835777501,best
mse,3,40,10,0.5689865332741995,best
mse,3,65,10,0.5689906688624227,best
mse,3,105,10,0.5752281824265384,best
mse,3,2,15,0.5718594851885914,best
mse,3,3,15,0.5718594851885914,best
mse,3,5,15,0.5718594851885914,best
mse,3,10,15,0.5711488399886397,best
mse,3,15,15,0.5711488399886397,best
mse,3,25,15,0.5692261835777501,best
mse,3,40,15,0.5689865332741995,best
mse,3,65,15,0.5689906688624227,best
mse,3,105,15,0.5752281824265384,best
mse,3,2,25,0.5718594851885914,best
mse,3,3,25,0.5718594851885914,best
mse,3,5,25,0.5718594851885914,best
mse,3,10,25,0.5711488399886397,best
mse,3,15,25,0.5711488399886397,best
mse,3,25,25,0.5692261835777501,best
mse,3,40,25,0.5689865332741995,best
mse,3,65,25,0.5689906688624227,best
mse,3,105,25,0.5752281824265384,best
mse,3,2,40,0.5718594851885914,best
mse,3,3,40,0.5718594851885914,best
mse,3,5,40,0.5718594851885914,best
mse,3,10,40,0.5711488399886397,best
mse,3,15,40,0.5711488399886397,best
mse,3,25,40,0.5692261835777501,best
mse,3,40,40,0.5689865332741995,best
mse,3,65,40,0.5689906688624227,best
mse,3,105,40,0.5752281824265384,best
mse,3,2,65,0.5718594851885914,best
mse,3,3,65,0.5718594851885914,best
mse,3,5,65,0.5718594851885914,best
mse,3,10,65,0.5711488399886397,best
mse,3,15,65,0.5711488399886397,best
mse,3,25,65,0.5692261835777501,best
mse,3,40,65,0.5689865332741995,best
mse,3,65,65,0.5689906688624227,best
mse,3,105,65,0.5752281824265384,best
mse,3,2,105,0.5718594851885914,best
mse,3,3,105,0.5718594851885914,best
mse,3,5,105,0.5718594851885914,best
mse,3,10,105,0.5711488399886397,best
mse,3,15,105,0.5711488399886397,best
mse,3,25,105,0.5692261835777501,best
mse,3,40,105,0.5689865332741995,best
mse,3,65,105,0.5689906688624227,best
mse,3,105,105,0.5752281824265384,best
mse,3,2,2,0.5673172929118371,random
mse,3,3,2,0.5673172929118371,random
mse,3,5,2,0.5673172929118371,random
mse,3,10,2,0.5669258626962812,random
mse,3,15,2,0.5669258626962812,random
mse,3,25,2,0.5669258626962812,random
mse,3,40,2,0.567159287304333,random
mse,3,65,2,0.5677761329897536,random
mse,3,105,2,0.4725602075286832,random
mse,3,2,3,0.5673172929118371,random
mse,3,3,3,0.5673172929118371,random
mse,3,5,3,0.5673172929118371,random
mse,3,10,3,0.5669258626962812,random
mse,3,15,3,0.5669258626962812,random
mse,3,25,3,0.5669258626962812,random
mse,3,40,3,0.567159287304333,random
mse,3,65,3,0.5677761329897536,random
mse,3,105,3,0.4725602075286832,random
mse,3,2,5,0.5673172929118371,random
mse,3,3,5,0.5673172929118371,random
mse,3,5,5,0.5673172929118371,random
mse,3,10,5,0.5669258626962812,random
mse,3,15,5,0.5669258626962812,random
mse,3,25,5,0.5669258626962812,random
mse,3,40,5,0.567159287304333,random
mse,3,65,5,0.5677761329897536,random
mse,3,105,5,0.4725602075286832,random
mse,3,2,10,0.5673172929118371,random
mse,3,3,10,0.5673172929118371,random
mse,3,5,10,0.5673172929118371,random
mse,3,10,10,0.5669258626962812,random
mse,3,15,10,0.5669258626962812,random
mse,3,25,10,0.5669258626962812,random
mse,3,40,10,0.567159287304333,random
mse,3,65,10,0.5677761329897536,random
mse,3,105,10,0.4725602075286832,random
mse,3,2,15,0.5673172929118371,random
mse,3,3,15,0.5673172929118371,random
mse,3,5,15,0.5673172929118371,random
mse,3,10,15,0.5669258626962812,random
mse,3,15,15,0.5669258626962812,random
mse,3,25,15,0.5669258626962812,random
mse,3,40,15,0.567159287304333,random
mse,3,65,15,0.5677761329897536,random
mse,3,105,15,0.4725602075286832,random
mse,3,2,25,0.5673172929118371,random
mse,3,3,25,0.5673172929118371,random
mse,3,5,25,0.5673172929118371,random
mse,3,10,25,0.5669258626962812,random
mse,3,15,25,0.5669258626962812,random
mse,3,25,25,0.5669258626962812,random
mse,3,40,25,0.567159287304333,random
mse,3,65,25,0.5677761329897536,random
mse,3,105,25,0.4725602075286832,random
mse,3,2,40,0.5673172929118371,random
mse,3,3,40,0.5673172929118371,random
mse,3,5,40,0.5673172929118371,random
mse,3,10,40,0.5669258626962812,random
mse,3,15,40,0.5669258626962812,random
mse,3,25,40,0.5669258626962812,random
mse,3,40,40,0.567159287304333,random
mse,3,65,40,0.5677761329897536,random
mse,3,105,40,0.4725602075286832,random
mse,3,2,65,0.5673172929118371,random
mse,3,3,65,0.5673172929118371,random
mse,3,5,65,0.5673172929118371,random
mse,3,10,65,0.5669258626962812,random
mse,3,15,65,0.5669258626962812,random
mse,3,25,65,0.5669258626962812,random
mse,3,40,65,0.567159287304333,random
mse,3,65,65,0.5677761329897536,random
mse,3,105,65,0.4725602075286832,random
mse,3,2,105,0.5673172929118371,random
mse,3,3,105,0.5673172929118371,random
mse,3,5,105,0.5673172929118371,random
mse,3,10,105,0.5669258626962812,random
mse,3,15,105,0.5669258626962812,random
mse,3,25,105,0.5669258626962812,random
mse,3,40,105,0.567159287304333,random
mse,3,65,105,0.5677761329897536,random
mse,3,105,105,0.4725602075286832,random
mse,4,2,2,0.5652296270126482,best
mse,4,3,2,0.5622363513353243,best
mse,4,5,2,0.5616444556666009,best
mse,4,10,2,0.5715970202230404,best
mse,4,15,2,0.5725906069568092,best
mse,4,25,2,0.567160210535371,best
mse,4,40,2,0.5675095817283229,best
mse,4,65,2,0.5673721644894598,best
mse,4,105,2,0.573132910334067,best
mse,4,2,3,0.5652296270126482,best
mse,4,3,3,0.5622363513353243,best
mse,4,5,3,0.5616444556666009,best
mse,4,10,3,0.5715970202230404,best
mse,4,15,3,0.5725906069568092,best
mse,4,25,3,0.567160210535371,best
mse,4,40,3,0.5675095817283229,best
mse,4,65,3,0.5673721644894598,best
mse,4,105,3,0.573132910334067,best
mse,4,2,5,0.5652296270126482,best
mse,4,3,5,0.5622363513353243,best
mse,4,5,5,0.5616444556666009,best
mse,4,10,5,0.5715970202230404,best
mse,4,15,5,0.5725906069568092,best
mse,4,25,5,0.567160210535371,best
mse,4,40,5,0.5675095817283229,best
mse,4,65,5,0.5673721644894598,best
mse,4,105,5,0.573132910334067,best
mse,4,2,10,0.565048884238206,best
mse,4,3,10,0.5620556085608823,best
mse,4,5,10,0.5616444556666009,best
mse,4,10,10,0.5715970202230404,best
mse,4,15,10,0.5725906069568092,best
mse,4,25,10,0.567160210535371,best
mse,4,40,10,0.5675095817283229,best
mse,4,65,10,0.5673721644894598,best
mse,4,105,10,0.573132910334067,best
mse,4,2,15,0.565048884238206,best
mse,4,3,15,0.5620556085608823,best
mse,4,5,15,0.5616444556666009,best
mse,4,10,15,0.5715970202230404,best
mse,4,15,15,0.5725906069568092,best
mse,4,25,15,0.567160210535371,best
mse,4,40,15,0.5675095817283229,best
mse,4,65,15,0.5673721644894598,best
mse,4,105,15,0.573132910334067,best
mse,4,2,25,0.5661821018217849,best
mse,4,3,25,0.5619615832399041,best
mse,4,5,25,0.5619615832399041,best
mse,4,10,25,0.5715970202230404,best
mse,4,15,25,0.5725906069568092,best
mse,4,25,25,0.567160210535371,best
mse,4,40,25,0.5675095817283229,best
mse,4,65,25,0.5673721644894598,best
mse,4,105,25,0.573132910334067,best
mse,4,2,40,0.5661821018217849,best
mse,4,3,40,0.5619615832399041,best
mse,4,5,40,0.5619615832399041,best
mse,4,10,40,0.5727348668376211,best
mse,4,15,40,0.5727348668376211,best
mse,4,25,40,0.567160210535371,best
mse,4,40,40,0.5675095817283229,best
mse,4,65,40,0.5673721644894598,best
mse,4,105,40,0.573132910334067,best
mse,4,2,65,0.5661821018217849,best
mse,4,3,65,0.5619615832399041,best
mse,4,5,65,0.5619615832399041,best
mse,4,10,65,0.5727348668376211,best
mse,4,15,65,0.5727348668376211,best
mse,4,25,65,0.567160210535371,best
mse,4,40,65,0.5675095817283229,best
mse,4,65,65,0.5673721644894598,best
mse,4,105,65,0.573132910334067,best
mse,4,2,105,0.5624091642644093,best
mse,4,3,105,0.5607936220883416,best
mse,4,5,105,0.5607936220883416,best
mse,4,10,105,0.5715669056860592,best
mse,4,15,105,0.5715669056860592,best
mse,4,25,105,0.5659922493838088,best
mse,4,40,105,0.5673783441073743,best
mse,4,65,105,0.5673721644894598,best
mse,4,105,105,0.573132910334067,best
mse,4,2,2,0.5591364351356842,random
mse,4,3,2,0.5593346483694552,random
mse,4,5,2,0.5615395286879563,random
mse,4,10,2,0.5686111987931008,random
mse,4,15,2,0.5676415173482984,random
mse,4,25,2,0.5687388002038392,random
mse,4,40,2,0.5691371195836996,random
mse,4,65,2,0.5720929542604921,random
mse,4,105,2,0.5282094251186329,random
mse,4,2,3,0.5591364351356842,random
mse,4,3,3,0.5593346483694552,random
mse,4,5,3,0.5615395286879563,random
mse,4,10,3,0.5686111987931008,random
mse,4,15,3,0.5676415173482984,random
mse,4,25,3,0.5687388002038392,random
mse,4,40,3,0.5691371195836996,random
mse,4,65,3,0.5720929542604921,random
mse,4,105,3,0.5282094251186329,random
mse,4,2,5,0.5586447010287328,random
mse,4,3,5,0.5593346483694552,random
mse,4,5,5,0.5615395286879563,random
mse,4,10,5,0.5686111987931008,random
mse,4,15,5,0.5676415173482984,random
mse,4,25,5,0.5687388002038392,random
mse,4,40,5,0.5691371195836996,random
mse,4,65,5,0.5720929542604921,random
mse,4,105,5,0.5282094251186329,random
mse,4,2,10,0.5586447010287328,random
mse,4,3,10,0.5593346483694552,random
mse,4,5,10,0.5615395286879563,random
mse,4,10,10,0.5686111987931008,random
mse,4,15,10,0.5676415173482984,random
mse,4,25,10,0.5687388002038392,random
mse,4,40,10,0.5691371195836996,random
mse,4,65,10,0.5720929542604921,random
mse,4,105,10,0.5282094251186329,random
mse,4,2,15,0.5586447010287328,random
mse,4,3,15,0.5593346483694552,random
mse,4,5,15,0.5615395286879563,random
mse,4,10,15,0.5686111987931008,random
mse,4,15,15,0.5676415173482984,random
mse,4,25,15,0.5687388002038392,random
mse,4,40,15,0.5691371195836996,random
mse,4,65,15,0.5720929542604921,random
mse,4,105,15,0.5282094251186329,random
mse,4,2,25,0.5586447010287328,random
mse,4,3,25,0.5593346483694552,random
mse,4,5,25,0.5615395286879563,random
mse,4,10,25,0.5686111987931008,random
mse,4,15,25,0.5676415173482984,random
mse,4,25,25,0.5687388002038392,random
mse,4,40,25,0.5691371195836996,random
mse,4,65,25,0.5720929542604921,random
mse,4,105,25,0.5282094251186329,random
mse,4,2,40,0.5586447010287328,random
mse,4,3,40,0.5593346483694552,random
mse,4,5,40,0.5615395286879563,random
mse,4,10,40,0.5686111987931008,random
mse,4,15,40,0.5676415173482984,random
mse,4,25,40,0.5687388002038392,random
mse,4,40,40,0.5691371195836996,random
mse,4,65,40,0.5720929542604921,random
mse,4,105,40,0.5282094251186329,random
mse,4,2,65,0.5586447010287328,random
mse,4,3,65,0.5593346483694552,random
mse,4,5,65,0.5615395286879563,random
mse,4,10,65,0.5691090249439764,random
mse,4,15,65,0.5691090249439764,random
mse,4,25,65,0.5676388333778801,random
mse,4,40,65,0.5691371195836996,random
mse,4,65,65,0.5720929542604921,random
mse,4,105,65,0.5282094251186329,random
mse,4,2,105,0.5584094840909496,random
mse,4,3,105,0.5584094840909496,random
mse,4,5,105,0.5584094840909496,random
mse,4,10,105,0.5745428346675806,random
mse,4,15,105,0.5718305639887229,random
mse,4,25,105,0.5706187428851711,random
mse,4,40,105,0.5706187428851711,random
mse,4,65,105,0.5720929542604921,random
mse,4,105,105,0.5282094251186329,random
mse,5,2,2,0.5568686554783066,best
mse,5,3,2,0.5551708000720617,best
mse,5,5,2,0.5591232836988895,best
mse,5,10,2,0.5666267020651637,best
mse,5,15,2,0.5653436757235859,best
mse,5,25,2,0.5620268627440501,best
mse,5,40,2,0.5640805292464205,best
mse,5,65,2,0.5682046514075105,best
mse,5,105,2,0.5737048856044664,best
mse,5,2,3,0.5568686554783066,best
mse,5,3,3,0.5551708000720617,best
mse,5,5,3,0.5591232836988895,best
mse,5,10,3,0.5666267020651637,best
mse,5,15,3,0.5653436757235859,best
mse,5,25,3,0.5620268627440501,best
mse,5,40,3,0.5640805292464205,best
mse,5,65,3,0.5682046514075105,best
mse,5,105,3,0.5737048856044664,best
mse,5,2,5,0.5568686554783066,best
mse,5,3,5,0.5551708000720617,best
mse,5,5,5,0.5591232836988895,best
mse,5,10,5,0.5666267020651637,best
mse,5,15,5,0.5653436757235859,best
mse,5,25,5,0.5620268627440501,best
mse,5,40,5,0.5640805292464205,best
mse,5,65,5,0.5682046514075105,best
mse,5,105,5,0.5737048856044664,best
mse,5,2,10,0.5567122341967623,best
mse,5,3,10,0.5550143787905176,best
mse,5,5,10,0.5591232836988895,best
mse,5,10,10,0.5666267020651637,best
mse,5,15,10,0.5653436757235859,best
mse,5,25,10,0.5620268627440501,best
mse,5,40,10,0.5640805292464205,best
mse,5,65,10,0.5682046514075105,best
mse,5,105,10,0.5737048856044664,best
mse,5,2,15,0.5569649962480787,best
mse,5,3,15,0.5553352391601354,best
mse,5,5,15,0.560235977335152,best
mse,5,10,15,0.5666267020651637,best
mse,5,15,15,0.5653436757235859,best
mse,5,25,15,0.5620268627440501,best
mse,5,40,15,0.5640805292464205,best
mse,5,65,15,0.5682046514075105,best
mse,5,105,15,0.5737048856044664,best
mse,5,2,25,0.5580982138316575,best
mse,5,3,25,0.5552412138391573,best
mse,5,5,25,0.5605531049084551,best
mse,5,10,25,0.5666641864764719,best
mse,5,15,25,0.5653436757235859,best
mse,5,25,25,0.5620268627440501,best
mse,5,40,25,0.5640805292464205,best
mse,5,65,25,0.5682046514075105,best
mse,5,105,25,0.5737048856044664,best
mse,5,2,40,0.5581827585764193,best
mse,5,3,40,0.5556707776852676,best
mse,5,5,40,0.5610691817844786,best
mse,5,10,40,0.5676377889057873,best
mse,5,15,40,0.565558803079127,best
mse,5,25,40,0.5620268627440501,best
mse,5,40,40,0.5640805292464205,best
mse,5,65,40,0.5682046514075105,best
mse,5,105,40,0.5737048856044664,best
mse,5,2,65,0.5581827585764193,best
mse,5,3,65,0.5546663954831778,best
mse,5,5,65,0.5600647995823886,best
mse,5,10,65,0.5675292787559916,best
mse,5,15,65,0.565450292929331,best
mse,5,25,65,0.5620268627440501,best
mse,5,40,65,0.5640805292464205,best
mse,5,65,65,0.5682046514075105,best
mse,5,105,65,0.5737048856044664,best
mse,5,2,105,0.553683690395606,best
mse,5,3,105,0.5534984343316154,best
mse,5,5,105,0.5588968384308264,best
mse,5,10,105,0.5663613176044293,best
mse,5,15,105,0.564282331777769,best
mse,5,25,105,0.560910038796443,best
mse,5,40,105,0.5639492916254715,best
mse,5,65,105,0.5682046514075105,best
mse,5,105,105,0.5737048856044664,best
mse,5,2,2,0.5668447846892177,random
mse,5,3,2,0.5680452297845718,random
mse,5,5,2,0.5633963414148855,random
mse,5,10,2,0.5696617632193579,random
mse,5,15,2,0.5716646622167911,random
mse,5,25,2,0.566749586072181,random
mse,5,40,2,0.5667032069672711,random
mse,5,65,2,0.5631366810971221,random
mse,5,105,2,0.5245916318998225,random
mse,5,2,3,0.5668447846892177,random
mse,5,3,3,0.5680452297845718,random
mse,5,5,3,0.5633963414148855,random
mse,5,10,3,0.5696617632193579,random
mse,5,15,3,0.5716646622167911,random
mse,5,25,3,0.566749586072181,random
mse,5,40,3,0.5667032069672711,random
mse,5,65,3,0.5631366810971221,random
mse,5,105,3,0.5245916318998225,random
mse,5,2,5,0.5668447846892177,random
mse,5,3,5,0.5680452297845718,random
mse,5,5,5,0.5633963414148855,random
mse,5,10,5,0.5696617632193579,random
mse,5,15,5,0.5716646622167911,random
mse,5,25,5,0.566749586072181,random
mse,5,40,5,0.5667032069672711,random
mse,5,65,5,0.5631366810971221,random
mse,5,105,5,0.5245916318998225,random
mse,5,2,10,0.563241908746112,random
mse,5,3,10,0.5644681037037381,random
mse,5,5,10,0.5633963414148855,random
mse,5,10,10,0.5696617632193579,random
mse,5,15,10,0.5716646622167911,random
mse,5,25,10,0.566749586072181,random
mse,5,40,10,0.5667032069672711,random
mse,5,65,10,0.5631366810971221,random
mse,5,105,10,0.5245916318998225,random
mse,5,2,15,0.563241908746112,random
mse,5,3,15,0.5644681037037381,random
mse,5,5,15,0.5633963414148855,random
mse,5,10,15,0.5696617632193579,random
mse,5,15,15,0.5716646622167911,random
mse,5,25,15,0.566749586072181,random
mse,5,40,15,0.5667032069672711,random
mse,5,65,15,0.5631366810971221,random
mse,5,105,15,0.5245916318998225,random
mse,5,2,25,0.558560795086128,random
mse,5,3,25,0.5581737469973871,random
mse,5,5,25,0.5626343622694524,random
mse,5,10,25,0.5696617632193579,random
mse,5,15,25,0.5716646622167911,random
mse,5,25,25,0.566749586072181,random
mse,5,40,25,0.5667032069672711,random
mse,5,65,25,0.5631366810971221,random
mse,5,105,25,0.5245916318998225,random
mse,5,2,40,0.558560795086128,random
mse,5,3,40,0.5581737469973871,random
mse,5,5,40,0.5604874269805789,random
mse,5,10,40,0.5696617632193579,random
mse,5,15,40,0.5705406545994423,random
mse,5,25,40,0.566749586072181,random
mse,5,40,40,0.5667032069672711,random
mse,5,65,40,0.5631366810971221,random
mse,5,105,40,0.5245916318998225,random
mse,5,2,65,0.5563278195305807,random
mse,5,3,65,0.5563278195305807,random
mse,5,5,65,0.5631830181940037,random
mse,5,10,65,0.5676558946565329,random
mse,5,15,65,0.5679160780439132,random
mse,5,25,65,0.5697796526918801,random
mse,5,40,65,0.5667032069672711,random
mse,5,65,65,0.5631366810971221,random
mse,5,105,65,0.5245916318998225,random
mse,5,2,105,0.5573615980384992,random
mse,5,3,105,0.5573615980384992,random
mse,5,5,105,0.5599065721343126,random
mse,5,10,105,0.5677415247730462,random
mse,5,15,105,0.567758330799623,random
mse,5,25,105,0.5623934330054656,random
mse,5,40,105,0.5634628244522679,random
mse,5,65,105,0.5631366810971221,random
mse,5,105,105,0.5245916318998225,random
mse,6,2,2,0.5576859655909844,best
mse,6,3,2,0.5326753685830286,best
mse,6,5,2,0.5413578072590689,best
mse,6,10,2,0.5594422337005839,best
mse,6,15,2,0.5631321241293473,best
mse,6,25,2,0.5607029689018339,best
mse,6,40,2,0.5558406827377834,best
mse,6,65,2,0.5570085311341106,best
mse,6,105,2,0.5717927409602042,best
mse,6,2,3,0.5576859655909844,best
mse,6,3,3,0.5326753685830286,best
mse,6,5,3,0.5413578072590689,best
mse,6,10,3,0.5594422337005839,best
mse,6,15,3,0.5631321241293473,best
mse,6,25,3,0.5607029689018339,best
mse,6,40,3,0.5558406827377834,best
mse,6,65,3,0.5570085311341106,best
mse,6,105,3,0.5717927409602042,best
mse,6,2,5,0.5576859655909844,best
mse,6,3,5,0.5326753685830286,best
mse,6,5,5,0.5413578072590689,best
mse,6,10,5,0.5594422337005839,best
mse,6,15,5,0.5631321241293473,best
mse,6,25,5,0.5607029689018339,best
mse,6,40,5,0.5558406827377834,best
mse,6,65,5,0.5570085311341106,best
mse,6,105,5,0.5717927409602042,best
mse,6,2,10,0.5574213595087056,best
mse,6,3,10,0.5334614376414545,best
mse,6,5,10,0.5413578072590689,best
mse,6,10,10,0.5594422337005839,best
mse,6,15,10,0.5631321241293473,best
mse,6,25,10,0.5607029689018339,best
mse,6,40,10,0.5558406827377834,best
mse,6,65,10,0.5570085311341106,best
mse,6,105,10,0.5717927409602042,best
mse,6,2,15,0.5557337424666899,best
mse,6,3,15,0.5561307063087155,best
mse,6,5,15,0.5531069441017482,best
mse,6,10,15,0.5594422337005839,best
mse,6,15,15,0.5631321241293473,best
mse,6,25,15,0.5607029689018339,best
mse,6,40,15,0.5558406827377834,best
mse,6,65,15,0.5570085311341106,best
mse,6,105,15,0.5717927409602042,best
mse,6,2,25,0.5574239058991458,best
mse,6,3,25,0.556593626836615,best
mse,6,5,25,0.5554780167914832,best
mse,6,10,25,0.5607830330154038,best
mse,6,15,25,0.5631321241293473,best
mse,6,25,25,0.5607029689018339,best
