criterion,max_depth,min_samples_leaf,min_samples_split,score,splitter
mse,6,40,25,0.5558406827377834,best
mse,6,65,25,0.5570085311341106,best
mse,6,105,25,0.5717927409602042,best
mse,6,2,40,0.5574086290728872,best
mse,6,3,40,0.555929247477882,best
mse,6,5,40,0.5551380264901621,best
mse,6,10,40,0.5620675328603058,best
mse,6,15,40,0.5636507993089002,best
mse,6,25,40,0.5607029689018339,best
mse,6,40,40,0.5558406827377834,best
mse,6,65,40,0.5570085311341106,best
mse,6,105,40,0.5717927409602042,best
mse,6,2,65,0.5582759476623932,best
mse,6,3,65,0.5547201819013194,best
mse,6,5,65,0.5539443593898572,best
mse,6,10,65,0.5626401453811821,best
mse,6,15,65,0.563752266052524,best
mse,6,25,65,0.561571755057275,best
mse,6,40,65,0.5558406827377834,best
mse,6,65,65,0.5570085311341106,best
mse,6,105,65,0.5717927409602042,best
mse,6,2,105,0.5537768794815803,best
mse,6,3,105,0.5537116346507927,best
mse,6,5,105,0.5529358121393304,best
mse,6,10,105,0.5611699221770037,best
mse,6,15,105,0.5622820428483457,best
mse,6,25,105,0.5606143450107037,best
mse,6,40,105,0.5557094451168347,best
mse,6,65,105,0.5570085311341106,best
mse,6,105,105,0.5717927409602042,best
mse,6,2,2,0.5564716093988894,random
mse,6,3,2,0.5563626002135623,random
mse,6,5,2,0.5535233292194033,random
mse,6,10,2,0.5655607488187642,random
mse,6,15,2,0.5723791367039082,random
mse,6,25,2,0.5634033830508367,random
mse,6,40,2,0.5652932869025005,random
mse,6,65,2,0.5605606190908371,random
mse,6,105,2,0.5191150042668335,random
mse,6,2,3,0.5564716093988894,random
mse,6,3,3,0.5563626002135623,random
mse,6,5,3,0.5535233292194033,random
mse,6,10,3,0.5655607488187642,random
mse,6,15,3,0.5723791367039082,random
mse,6,25,3,0.5634033830508367,random
mse,6,40,3,0.5652932869025005,random
mse,6,65,3,0.5605606190908371,random
mse,6,105,3,0.5191150042668335,random
mse,6,2,5,0.545996688984002,random
mse,6,3,5,0.5563626002135623,random
mse,6,5,5,0.5535233292194033,random
mse,6,10,5,0.5655607488187642,random
mse,6,15,5,0.5723791367039082,random
mse,6,25,5,0.5634033830508367,random
mse,6,40,5,0.5652932869025005,random
mse,6,65,5,0.5605606190908371,random
mse,6,105,5,0.5191150042668335,random
mse,6,2,10,0.5501899409895245,random
mse,6,3,10,0.5327437561024476,random
mse,6,5,10,0.5535233292194033,random
mse,6,10,10,0.5655607488187642,random
mse,6,15,10,0.5723791367039082,random
mse,6,25,10,0.5634033830508367,random
mse,6,40,10,0.5652932869025005,random
mse,6,65,10,0.5605606190908371,random
mse,6,105,10,0.5191150042668335,random
mse,6,2,15,0.5512135121908381,random
mse,6,3,15,0.5488004450956521,random
mse,6,5,15,0.5536157020702035,random
mse,6,10,15,0.5655607488187642,random
mse,6,15,15,0.5723791367039082,random
mse,6,25,15,0.5634033830508367,random
mse,6,40,15,0.5652932869025005,random
mse,6,65,15,0.5605606190908371,random
mse,6,105,15,0.5191150042668335,random
mse,6,2,25,0.5541929676640449,random
mse,6,3,25,0.5545531459591502,random
mse,6,5,25,0.5564298513727551,random
mse,6,10,25,0.5667660222076524,random
mse,6,15,25,0.5723791367039082,random
mse,6,25,25,0.5634033830508367,random
mse,6,40,25,0.5652932869025005,random
mse,6,65,25,0.5605606190908371,random
mse,6,105,25,0.5191150042668335,random
mse,6,2,40,0.5567018407461888,random
mse,6,3,40,0.5572791811445126,random
mse,6,5,40,0.5578762159284931,random
mse,6,10,40,0.5642105121210039,random
mse,6,15,40,0.560946927500694,random
mse,6,25,40,0.5634033830508367,random
mse,6,40,40,0.5652932869025005,random
mse,6,65,40,0.5605606190908371,random
mse,6,105,40,0.5191150042668335,random
mse,6,2,65,0.5591591476930708,random
mse,6,3,65,0.5587874776461801,random
mse,6,5,65,0.5628085540933034,random
mse,6,10,65,0.566720600855474,random
mse,6,15,65,0.5693795608419234,random
mse,6,25,65,0.5652702857792726,random
mse,6,40,65,0.5652932869025005,random
mse,6,65,65,0.5605606190908371,random
mse,6,105,65,0.5191150042668335,random
mse,6,2,105,0.5612606156541009,random
mse,6,3,105,0.5612606156541009,random
mse,6,5,105,0.562670517823697,random
mse,6,10,105,0.5719359062368952,random
mse,6,15,105,0.5716969747356914,random
mse,6,25,105,0.5501008300268975,random
mse,6,40,105,0.553794839270042,random
mse,6,65,105,0.5605606190908371,random
mse,6,105,105,0.5191150042668335,random
mse,7,2,2,0.5447211328024589,best
mse,7,3,2,0.5225189887022439,best
mse,7,5,2,0.5264239742273509,best
mse,7,10,2,0.5460193420187884,best
mse,7,15,2,0.5558231778307581,best
mse,7,25,2,0.548639021744276,best
mse,7,40,2,0.5513787733505369,best
mse,7,65,2,0.5575855471351443,best
mse,7,105,2,0.5702240266142073,best
mse,7,2,3,0.5447211328024589,best
mse,7,3,3,0.5225189887022439,best
mse,7,5,3,0.5264239742273509,best
mse,7,10,3,0.5460193420187884,best
mse,7,15,3,0.5558231778307581,best
mse,7,25,3,0.548639021744276,best
mse,7,40,3,0.5513787733505369,best
mse,7,65,3,0.5575855471351443,best
mse,7,105,3,0.5702240266142073,best
mse,7,2,5,0.5459092320610386,best
mse,7,3,5,0.5225189887022439,best
mse,7,5,5,0.5264239742273509,best
mse,7,10,5,0.5460193420187884,best
mse,7,15,5,0.5558231778307581,best
mse,7,25,5,0.548639021744276,best
mse,7,40,5,0.5513787733505369,best
mse,7,65,5,0.5575855471351443,best
mse,7,105,5,0.5702240266142073,best
mse,7,2,10,0.5484214159292122,best
mse,7,3,10,0.5253009621846612,best
mse,7,5,10,0.5264239742273509,best
mse,7,10,10,0.5460193420187884,best
mse,7,15,10,0.5558231778307581,best
mse,7,25,10,0.548639021744276,best
mse,7,40,10,0.5513787733505369,best
mse,7,65,10,0.5575855471351443,best
mse,7,105,10,0.5702240266142073,best
mse,7,2,15,0.5468444320780446,best
mse,7,3,15,0.548379848274017,best
mse,7,5,15,0.5400571041394653,best
mse,7,10,15,0.5460193420187884,best
mse,7,15,15,0.5558231778307581,best
mse,7,25,15,0.548639021744276,best
mse,7,40,15,0.5513787733505369,best
mse,7,65,15,0.5575855471351443,best
mse,7,105,15,0.5702240266142073,best
mse,7,2,25,0.553301308653174,best
mse,7,3,25,0.5482836436357263,best
mse,7,5,25,0.5424863997724637,best
mse,7,10,25,0.5492840446145135,best
mse,7,15,25,0.5558231778307581,best
mse,7,25,25,0.548639021744276,best
mse,7,40,25,0.5513787733505369,best
mse,7,65,25,0.5575855471351443,best
mse,7,105,25,0.5702240266142073,best
mse,7,2,40,0.5550629039028491,best
mse,7,3,40,0.5495207479261671,best
mse,7,5,40,0.5471486391429383,best
mse,7,10,40,0.5587498779467117,best
mse,7,15,40,0.5573322418239132,best
mse,7,25,40,0.548639021744276,best
mse,7,40,40,0.5513787733505369,best
mse,7,65,40,0.5575855471351443,best
mse,7,105,40,0.5702240266142073,best
mse,7,2,65,0.5556288822959015,best
mse,7,3,65,0.5498227297365726,best
mse,7,5,65,0.5480502331537834,best
mse,7,10,65,0.5618680346563665,best
mse,7,15,65,0.559639066798329,best
mse,7,25,65,0.5495001618430042,best
mse,7,40,65,0.5513787733505369,best
mse,7,65,65,0.5575855471351443,best
mse,7,105,65,0.5702240266142073,best
mse,7,2,105,0.5507464216654225,best
mse,7,3,105,0.5484307900363797,best
mse,7,5,105,0.5466582934535906,best
mse,7,10,105,0.5603978114521879,best
mse,7,15,105,0.5581688435941502,best
mse,7,25,105,0.5484098466153953,best
mse,7,40,105,0.5511715164403048,best
mse,7,65,105,0.5575855471351443,best
mse,7,105,105,0.5702240266142073,best
mse,7,2,2,0.5733619654376639,random
mse,7,3,2,0.5540839446229121,random
mse,7,5,2,0.55838114385598,random
mse,7,10,2,0.5610363832452909,random
mse,7,15,2,0.5593851553959088,random
mse,7,25,2,0.5614063659669423,random
mse,7,40,2,0.5577653079502625,random
mse,7,65,2,0.5628110215893016,random
mse,7,105,2,0.521776235096755,random
mse,7,2,3,0.5733619654376639,random
mse,7,3,3,0.5540839446229121,random
mse,7,5,3,0.55838114385598,random
mse,7,10,3,0.5610363832452909,random
mse,7,15,3,0.5593851553959088,random
mse,7,25,3,0.5614063659669423,random
mse,7,40,3,0.5577653079502625,random
mse,7,65,3,0.5628110215893016,random
mse,7,105,3,0.521776235096755,random
mse,7,2,5,0.5483193625226916,random
mse,7,3,5,0.5540839446229121,random
mse,7,5,5,0.55838114385598,random
mse,7,10,5,0.5610363832452909,random
mse,7,15,5,0.5593851553959088,random
mse,7,25,5,0.5614063659669423,random
mse,7,40,5,0.5577653079502625,random
mse,7,65,5,0.5628110215893016,random
mse,7,105,5,0.521776235096755,random
mse,7,2,10,0.5580964234370343,random
mse,7,3,10,0.5460576890153104,random
mse,7,5,10,0.55838114385598,random
mse,7,10,10,0.5610363832452909,random
mse,7,15,10,0.5593851553959088,random
mse,7,25,10,0.5614063659669423,random
mse,7,40,10,0.5577653079502625,random
mse,7,65,10,0.5628110215893016,random
mse,7,105,10,0.521776235096755,random
mse,7,2,15,0.5585755810917266,random
mse,7,3,15,0.5430781923939987,random
mse,7,5,15,0.5519171930492813,random
mse,7,10,15,0.5610363832452909,random
mse,7,15,15,0.5593851553959088,random
mse,7,25,15,0.5614063659669423,random
mse,7,40,15,0.5577653079502625,random
mse,7,65,15,0.5628110215893016,random
mse,7,105,15,0.521776235096755,random
mse,7,2,25,0.5558308485811376,random
mse,7,3,25,0.5426027387264818,random
mse,7,5,25,0.5604110499398491,random
mse,7,10,25,0.5714147725957441,random
mse,7,15,25,0.5593851553959088,random
mse,7,25,25,0.5614063659669423,random
mse,7,40,25,0.5577653079502625,random
mse,7,65,25,0.5628110215893016,random
mse,7,105,25,0.521776235096755,random
mse,7,2,40,0.554716105318594,random
mse,7,3,40,0.5535160253619702,random
mse,7,5,40,0.564493479140384,random
mse,7,10,40,0.5622703676993965,random
mse,7,15,40,0.5552413017950888,random
mse,7,25,40,0.5614063659669423,random
mse,7,40,40,0.5577653079502625,random
mse,7,65,40,0.5628110215893016,random
mse,7,105,40,0.521776235096755,random
mse,7,2,65,0.5562694212038698,random
mse,7,3,65,0.5514514898812828,random
mse,7,5,65,0.5609179864337496,random
mse,7,10,65,0.5648882603033634,random
mse,7,15,65,0.5634458010421948,random
mse,7,25,65,0.5464380430712509,random
mse,7,40,65,0.5577653079502625,random
mse,7,65,65,0.5628110215893016,random
mse,7,105,65,0.521776235096755,random
mse,7,2,105,0.5477340314983872,random
mse,7,3,105,0.5521988459978477,random
mse,7,5,105,0.5566439537697663,random
mse,7,10,105,0.5668421675197883,random
mse,7,15,105,0.5663055871903775,random
mse,7,25,105,0.5492382150603412,random
mse,7,40,105,0.5465004245171925,random
mse,7,65,105,0.5628110215893016,random
mse,7,105,105,0.521776235096755,random
mse,8,2,2,0.5340590471645118,best
mse,8,3,2,0.5073540556291283,best
mse,8,5,2,0.51675528883671,best
mse,8,10,2,0.5372367448615903,best
mse,8,15,2,0.5525879110502432,best
mse,8,25,2,0.548594762496939,best
mse,8,40,2,0.548291694005788,best
mse,8,65,2,0.556010843987609,best
mse,8,105,2,0.5702547436250278,best
mse,8,2,3,0.5340590471645118,best
mse,8,3,3,0.5073540556291283,best
mse,8,5,3,0.51675528883671,best
mse,8,10,3,0.5372367448615903,best
mse,8,15,3,0.5525879110502432,best
mse,8,25,3,0.548594762496939,best
mse,8,40,3,0.548291694005788,best
mse,8,65,3,0.556010843987609,best
mse,8,105,3,0.5702547436250278,best
mse,8,2,5,0.5334409587762496,best
mse,8,3,5,0.5073540556291283,best
mse,8,5,5,0.51675528883671,best
mse,8,10,5,0.5372367448615903,best
mse,8,15,5,0.5525879110502432,best
mse,8,25,5,0.548594762496939,best
mse,8,40,5,0.548291694005788,best
mse,8,65,5,0.556010843987609,best
mse,8,105,5,0.5702547436250278,best
mse,8,2,10,0.5418100331931532,best
mse,8,3,10,0.5123493216074112,best
mse,8,5,10,0.51675528883671,best
mse,8,10,10,0.5372367448615903,best
mse,8,15,10,0.5525879110502432,best
mse,8,25,10,0.548594762496939,best
mse,8,40,10,0.548291694005788,best
mse,8,65,10,0.556010843987609,best
mse,8,105,10,0.5702547436250278,best
mse,8,2,15,0.5405320335732318,best
mse,8,3,15,0.5356829623438724,best
mse,8,5,15,0.5309149127838373,best
mse,8,10,15,0.5372367448615903,best
mse,8,15,15,0.5525879110502432,best
mse,8,25,15,0.548594762496939,best
mse,8,40,15,0.548291694005788,best
mse,8,65,15,0.556010843987609,best
mse,8,105,15,0.5702547436250278,best
mse,8,2,25,0.542716809646617,best
mse,8,3,25,0.5369084965656483,best
mse,8,5,25,0.5346423470931482,best
mse,8,10,25,0.5462323347107853,best
mse,8,15,25,0.5525879110502432,best
mse,8,25,25,0.548594762496939,best
mse,8,40,25,0.548291694005788,best
mse,8,65,25,0.556010843987609,best
mse,8,105,25,0.5702547436250278,best
mse,8,2,40,0.5527730665159007,best
mse,8,3,40,0.5446149703629726,best
mse,8,5,40,0.5440179519891681,best
mse,8,10,40,0.558988251019827,best
mse,8,15,40,0.5541662684949327,best
mse,8,25,40,0.548594762496939,best
mse,8,40,40,0.548291694005788,best
mse,8,65,40,0.556010843987609,best
mse,8,105,40,0.5702547436250278,best
mse,8,2,65,0.5537108915295202,best
mse,8,3,65,0.5460010591101987,best
mse,8,5,65,0.5451882778147048,best
mse,8,10,65,0.5608005851286733,best
mse,8,15,65,0.5566252208667308,best
mse,8,25,65,0.5499587174972467,best
mse,8,40,65,0.548291694005788,best
mse,8,65,65,0.556010843987609,best
mse,8,105,65,0.5702547436250278,best
mse,8,2,105,0.548828430899041,best
mse,8,3,105,0.5446091194100066,best
mse,8,5,105,0.5437963381145119,best
mse,8,10,105,0.5596646562195133,best
mse,8,15,105,0.5561934225637648,best
mse,8,25,105,0.5479660876804895,best
mse,8,40,105,0.5486044282135754,best
mse,8,65,105,0.556010843987609,best
mse,8,105,105,0.5702547436250278,best
mse,8,2,2,0.5632503410109977,random
mse,8,3,2,0.5499358121249283,random
mse,8,5,2,0.5472820406484138,random
mse,8,10,2,0.5546301267474791,random
mse,8,15,2,0.5552076306291627,random
mse,8,25,2,0.5506145722238307,random
mse,8,40,2,0.5576942005655571,random
mse,8,65,2,0.5559587658041566,random
mse,8,105,2,0.5259966640401922,random
mse,8,2,3,0.5632503410109977,random
mse,8,3,3,0.5499358121249283,random
mse,8,5,3,0.5472820406484138,random
mse,8,10,3,0.5546301267474791,random
mse,8,15,3,0.5552076306291627,random
mse,8,25,3,0.5506145722238307,random
mse,8,40,3,0.5576942005655571,random
mse,8,65,3,0.5559587658041566,random
mse,8,105,3,0.5259966640401922,random
mse,8,2,5,0.5422311645201918,random
mse,8,3,5,0.5499358121249283,random
mse,8,5,5,0.5472820406484138,random
mse,8,10,5,0.5546301267474791,random
mse,8,15,5,0.5552076306291627,random
mse,8,25,5,0.5506145722238307,random
mse,8,40,5,0.5576942005655571,random
mse,8,65,5,0.5559587658041566,random
mse,8,105,5,0.5259966640401922,random
mse,8,2,10,0.5601835224192051,random
mse,8,3,10,0.5536907662400365,random
mse,8,5,10,0.5472820406484138,random
mse,8,10,10,0.5546301267474791,random
mse,8,15,10,0.5552076306291627,random
mse,8,25,10,0.5506145722238307,random
mse,8,40,10,0.5576942005655571,random
mse,8,65,10,0.5559587658041566,random
mse,8,105,10,0.5259966640401922,random
mse,8,2,15,0.5596079570403889,random
mse,8,3,15,0.5527622798179819,random
mse,8,5,15,0.5585826349836667,random
mse,8,10,15,0.5546301267474791,random
mse,8,15,15,0.5552076306291627,random
mse,8,25,15,0.5506145722238307,random
mse,8,40,15,0.5576942005655571,random
mse,8,65,15,0.5559587658041566,random
mse,8,105,15,0.5259966640401922,random
mse,8,2,25,0.5549863124145769,random
mse,8,3,25,0.5601223347691665,random
mse,8,5,25,0.5479806961668886,random
mse,8,10,25,0.564918124038104,random
mse,8,15,25,0.5552076306291627,random
mse,8,25,25,0.5506145722238307,random
mse,8,40,25,0.5576942005655571,random
mse,8,65,25,0.5559587658041566,random
mse,8,105,25,0.5259966640401922,random
mse,8,2,40,0.5515896491713479,random
mse,8,3,40,0.5455858964724304,random
mse,8,5,40,0.5476922576199315,random
mse,8,10,40,0.5593439694688064,random
mse,8,15,40,0.5538515748495025,random
mse,8,25,40,0.5506145722238307,random
mse,8,40,40,0.5576942005655571,random
mse,8,65,40,0.5559587658041566,random
mse,8,105,40,0.5259966640401922,random
mse,8,2,65,0.5504316137889669,random
mse,8,3,65,0.551037047097481,random
mse,8,5,65,0.5479607029192737,random
mse,8,10,65,0.562806793930557,random
mse,8,15,65,0.5556524086407293,random
mse,8,25,65,0.5517394704223175,random
mse,8,40,65,0.5576942005655571,random
mse,8,65,65,0.5559587658041566,random
mse,8,105,65,0.5259966640401922,random
mse,8,2,105,0.5473621666755766,random
mse,8,3,105,0.55500715816527,random
mse,8,5,105,0.5556588993305879,random
mse,8,10,105,0.5700336675174549,random
mse,8,15,105,0.5565792232950726,random
mse,8,25,105,0.5466694793005094,random
mse,8,40,105,0.549804377425915,random
mse,8,65,105,0.5559587658041566,random
mse,8,105,105,0.5259966640401922,random
mse,9,2,2,0.5205483063229567,best
mse,9,3,2,0.4969535118724253,best
mse,9,5,2,0.5079143732272585,best
mse,9,10,2,0.5332164954613026,best
mse,9,15,2,0.5482682060549681,best
mse,9,25,2,0.5448937268266449,best
mse,9,40,2,0.5475950781966328,best
mse,9,65,2,0.558212412099452,best
mse,9,105,2,0.5702547436250278,best
mse,9,2,3,0.5205483063229567,best
mse,9,3,3,0.4969535118724253,best
mse,9,5,3,0.5079143732272585,best
mse,9,10,3,0.5332164954613026,best
mse,9,15,3,0.5482682060549681,best
mse,9,25,3,0.5448937268266449,best
mse,9,40,3,0.5475950781966328,best
mse,9,65,3,0.558212412099452,best
mse,9,105,3,0.5702547436250278,best
mse,9,2,5,0.5221636628921957,best
mse,9,3,5,0.4969535118724253,best
mse,9,5,5,0.5079143732272585,best
mse,9,10,5,0.5332164954613026,best
mse,9,15,5,0.5482682060549681,best
mse,9,25,5,0.5448937268266449,best
mse,9,40,5,0.5475950781966328,best
mse,9,65,5,0.558212412099452,best
mse,9,105,5,0.5702547436250278,best
mse,9,2,10,0.523233535181838,best
mse,9,3,10,0.4999149588543321,best
mse,9,5,10,0.5079143732272585,best
mse,9,10,10,0.5332164954613026,best
mse,9,15,10,0.5482682060549681,best
mse,9,25,10,0.5448937268266449,best
mse,9,40,10,0.5475950781966328,best
mse,9,65,10,0.558212412099452,best
mse,9,105,10,0.5702547436250278,best
mse,9,2,15,0.5223373828992628,best
mse,9,3,15,0.5269210940538278,best
mse,9,5,15,0.5205981933742015,best
mse,9,10,15,0.5332164954613026,best
mse,9,15,15,0.5482682060549681,best
mse,9,25,15,0.5448937268266449,best
mse,9,40,15,0.5475950781966328,best
mse,9,65,15,0.558212412099452,best
mse,9,105,15,0.5702547436250278,best
mse,9,2,25,0.5251265385251128,best
mse,9,3,25,0.5280918737152198,best
mse,9,5,25,0.5240260734308099,best
mse,9,10,25,0.5390856789943945,best
mse,9,15,25,0.5482682060549681,best
mse,9,25,25,0.5448937268266449,best
mse,9,40,25,0.5475950781966328,best
mse,9,65,25,0.558212412099452,best
mse,9,105,25,0.5702547436250278,best
mse,9,2,40,0.5445708357563732,best
mse,9,3,40,0.5390373165052509,best
mse,9,5,40,0.5340958811318086,best
mse,9,10,40,0.5539189902486381,best
mse,9,15,40,0.5495708706272646,best
mse,9,25,40,0.5448937268266449,best
mse,9,40,40,0.5475950781966328,best
mse,9,65,40,0.558212412099452,best
mse,9,105,40,0.5702547436250278,best
mse,9,2,65,0.5460829099975155,best
mse,9,3,65,0.5399973378023977,best
mse,9,5,65,0.536296253356091,best
mse,9,10,65,0.5564229929631872,best
mse,9,15,65,0.5547286562393943,best
mse,9,25,65,0.5469690748360531,best
mse,9,40,65,0.5475950781966328,best
mse,9,65,65,0.558212412099452,best
mse,9,105,65,0.5702547436250278,best
mse,9,2,105,0.5410527546813665,best
mse,9,3,105,0.5383396776950655,best
mse,9,5,105,0.5348259019843276,best
mse,9,10,105,0.5549651892305367,best
mse,9,15,105,0.5560214915204648,best
mse,9,25,105,0.5456934931302404,best
mse,9,40,105,0.5485809126293846,best
mse,9,65,105,0.558212412099452,best
mse,9,105,105,0.5702547436250278,best
mse,9,2,2,0.5244987430235488,random
mse,9,3,2,0.5292979027148423,random
mse,9,5,2,0.5382379877905861,random
mse,9,10,2,0.546375537585672,random
mse,9,15,2,0.5429821805148258,random
mse,9,25,2,0.5414088265439282,random
mse,9,40,2,0.5504883173095536,random
mse,9,65,2,0.556610350730113,random
mse,9,105,2,0.5259966640401922,random
mse,9,2,3,0.5244987430235488,random
mse,9,3,3,0.5292979027148423,random
mse,9,5,3,0.5382379877905861,random
mse,9,10,3,0.546375537585672,random
mse,9,15,3,0.5429821805148258,random
mse,9,25,3,0.5414088265439282,random
mse,9,40,3,0.5504883173095536,random
mse,9,65,3,0.556610350730113,random
mse,9,105,3,0.5259966640401922,random
mse,9,2,5,0.5066366681112022,random
mse,9,3,5,0.5292979027148423,random
mse,9,5,5,0.5382379877905861,random
mse,9,10,5,0.546375537585672,random
mse,9,15,5,0.5429821805148258,random
mse,9,25,5,0.5414088265439282,random
mse,9,40,5,0.5504883173095536,random
mse,9,65,5,0.556610350730113,random
mse,9,105,5,0.5259966640401922,random
mse,9,2,10,0.5186601887156663,random
mse,9,3,10,0.53090523920033,random
mse,9,5,10,0.5382379877905861,random
mse,9,10,10,0.546375537585672,random
mse,9,15,10,0.5429821805148258,random
mse,9,25,10,0.5414088265439282,random
mse,9,40,10,0.5504883173095536,random
mse,9,65,10,0.556610350730113,random
mse,9,105,10,0.5259966640401922,random
mse,9,2,15,0.5499111419321562,random
mse,9,3,15,0.5411516045012819,random
mse,9,5,15,0.5546383860145099,random
mse,9,10,15,0.546375537585672,random
mse,9,15,15,0.5429821805148258,random
mse,9,25,15,0.5414088265439282,random
mse,9,40,15,0.5504883173095536,random
mse,9,65,15,0.556610350730113,random
mse,9,105,15,0.5259966640401922,random
mse,9,2,25,0.5577814771964476,random
mse,9,3,25,0.5240204605683032,random
mse,9,5,25,0.5410262006595484,random
mse,9,10,25,0.5465479963071624,random
mse,9,15,25,0.5429821805148258,random
mse,9,25,25,0.5414088265439282,random
mse,9,40,25,0.5504883173095536,random
mse,9,65,25,0.556610350730113,random
mse,9,105,25,0.5259966640401922,random
mse,9,2,40,0.5371555346367085,random
mse,9,3,40,0.5475202949478599,random
mse,9,5,40,0.5515841732310756,random
mse,9,10,40,0.5486110565312329,random
mse,9,15,40,0.5412627441886815,random
mse,9,25,40,0.5414088265439282,random
mse,9,40,40,0.5504883173095536,random
mse,9,65,40,0.556610350730113,random
mse,9,105,40,0.5259966640401922,random
mse,9,2,65,0.5516259389597308,random
mse,9,3,65,0.5523898566322051,random
mse,9,5,65,0.5546861847937555,random
mse,9,10,65,0.5599637797764847,random
mse,9,15,65,0.5544246375324555,random
mse,9,25,65,0.5449500900000044,random
mse,9,40,65,0.5504883173095536,random
mse,9,65,65,0.556610350730113,random
mse,9,105,65,0.5259966640401922,random
mse,9,2,105,0.5432586644521493,random
mse,9,3,105,0.5362420561126116,random
mse,9,5,105,0.5478669959729846,random
mse,9,10,105,0.5572178499480133,random
mse,9,15,105,0.5423913494494237,random
mse,9,25,105,0.5359755299790292,random
mse,9,40,105,0.5451703568756154,random
mse,9,65,105,0.556610350730113,random
mse,9,105,105,0.5259966640401922,random
mse,10,2,2,0.5133518497624501,best
mse,10,3,2,0.47870326405181207,best
mse,10,5,2,0.4903953050599551,best
mse,10,10,2,0.5252834053688478,best
mse,10,15,2,0.5439925852370071,best
mse,10,25,2,0.534714330677216,best
mse,10,40,2,0.5483787481347515,best
mse,10,65,2,0.558212412099452,best
mse,10,105,2,0.5702547436250278,best
mse,10,2,3,0.5133518497624501,best
mse,10,3,3,0.47870326405181207,best
mse,10,5,3,0.4903953050599551,best
mse,10,10,3,0.5252834053688478,best
mse,10,15,3,0.5439925852370071,best
mse,10,25,3,0.534714330677216,best
mse,10,40,3,0.5483787481347515,best
mse,10,65,3,0.558212412099452,best
mse,10,105,3,0.5702547436250278,best
mse,10,2,5,0.5097043901295442,best
mse,10,3,5,0.47870326405181207,best
mse,10,5,5,0.4903953050599551,best
mse,10,10,5,0.5252834053688478,best
mse,10,15,5,0.5439925852370071,best
mse,10,25,5,0.534714330677216,best
mse,10,40,5,0.5483787481347515,best
mse,10,65,5,0.558212412099452,best
mse,10,105,5,0.5702547436250278,best
mse,10,2,10,0.5136730608058159,best
mse,10,3,10,0.48646862884082154,best
mse,10,5,10,0.4903953050599551,best
mse,10,10,10,0.5252834053688478,best
mse,10,15,10,0.5439925852370071,best
mse,10,25,10,0.534714330677216,best
mse,10,40,10,0.5483787481347515,best
mse,10,65,10,0.558212412099452,best
mse,10,105,10,0.5702547436250278,best
mse,10,2,15,0.5127478996918141,best
mse,10,3,15,0.5141684497847023,best
mse,10,5,15,0.5042271486185433,best
mse,10,10,15,0.5252834053688478,best
mse,10,15,15,0.5439925852370071,best
mse,10,25,15,0.534714330677216,best
mse,10,40,15,0.5483787481347515,best
mse,10,65,15,0.558212412099452,best
mse,10,105,15,0.5702547436250278,best
mse,10,2,25,0.5140861352477957,best
mse,10,3,25,0.5145928024043712,best
mse,10,5,25,0.5093212159316621,best
mse,10,10,25,0.5359556046393128,best
mse,10,15,25,0.5439925852370071,best
mse,10,25,25,0.534714330677216,best
mse,10,40,25,0.5483787481347515,best
mse,10,65,25,0.558212412099452,best
mse,10,105,25,0.5702547436250278,best
mse,10,2,40,0.5267822558931888,best
mse,10,3,40,0.5243521263225758,best
mse,10,5,40,0.5204451472483429,best
mse,10,10,40,0.5525242954368563,best
mse,10,15,40,0.5484180725670592,best
mse,10,25,40,0.534714330677216,best
mse,10,40,40,0.5483787481347515,best
mse,10,65,40,0.558212412099452,best
mse,10,105,40,0.5702547436250278,best
mse,10,2,65,0.529848434595754,best
mse,10,3,65,0.5267482782313666,best
mse,10,5,65,0.5232125118591936,best
mse,10,10,65,0.5565169318128385,best
mse,10,15,65,0.5537543450695871,best
mse,10,25,65,0.5381275730117434,best
mse,10,40,65,0.5483787481347515,best
mse,10,65,65,0.558212412099452,best
mse,10,105,65,0.5702547436250278,best
mse,10,2,105,0.5299297743780389,best
mse,10,3,105,0.5301027100570718,best
mse,10,5,105,0.5251616720439929,best
mse,10,10,105,0.5540346578158621,best
mse,10,15,105,0.5551084866870585,best
mse,10,25,105,0.5386886905689976,best
mse,10,40,105,0.5477876134542351,best
mse,10,65,105,0.558212412099452,best
mse,10,105,105,0.5702547436250278,best
mse,10,2,2,0.5116125334359436,random
mse,10,3,2,0.5227559525583616,random
mse,10,5,2,0.530029549696583,random
mse,10,10,2,0.5494966398353317,random
mse,10,15,2,0.5439893433477507,random
mse,10,25,2,0.5491306719082535,random
mse,10,40,2,0.5527482953121675,random
mse,10,65,2,0.556610350730113,random
mse,10,105,2,0.5259966640401922,random
mse,10,2,3,0.5116125334359436,random
mse,10,3,3,0.5227559525583616,random
mse,10,5,3,0.530029549696583,random
mse,10,10,3,0.5494966398353317,random
mse,10,15,3,0.5439893433477507,random
mse,10,25,3,0.5491306719082535,random
mse,10,40,3,0.5527482953121675,random
mse,10,65,3,0.556610350730113,random
mse,10,105,3,0.5259966640401922,random
mse,10,2,5,0.4876690511328249,random
mse,10,3,5,0.5227559525583616,random
mse,10,5,5,0.530029549696583,random
mse,10,10,5,0.5494966398353317,random
mse,10,15,5,0.5439893433477507,random
mse,10,25,5,0.5491306719082535,random
mse,10,40,5,0.5527482953121675,random
mse,10,65,5,0.556610350730113,random
